17707445560,2026-02-10 17:29:16,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445570,2026-02-10 17:29:17,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445580,2026-02-10 17:29:18,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445590,2026-02-10 17:29:19,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445600,2026-02-10 17:29:20,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445610,2026-02-10 17:29:21,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445620,2026-02-10 17:29:22,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445630,2026-02-10 17:29:23,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445640,2026-02-10 17:29:24,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445650,2026-02-10 17:29:25,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445670,2026-02-10 17:29:27,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445680,2026-02-10 17:29:28,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445690,2026-02-10 17:29:29,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445700,2026-02-10 17:29:30,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445710,2026-02-10 17:29:31,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445720,2026-02-10 17:29:32,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445730,2026-02-10 17:29:33,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445740,2026-02-10 17:29:34,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445750,2026-02-10 17:29:35,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445760,2026-02-10 17:29:36,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445780,2026-02-10 17:29:38,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445790,2026-02-10 17:29:39,0.0,7.2,7,7,5.72,5.01,7.15,7.15,0.0,7.2,0.0,0,0,0,0,0,_
17707445800,2026-02-10 17:29:40,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445810,2026-02-10 17:29:41,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445820,2026-02-10 17:29:42,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445830,2026-02-10 17:29:43,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445840,2026-02-10 17:29:44,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445850,2026-02-10 17:29:45,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
17707445860,2026-02-10 17:29:46,0.0,7.2,7,7,5.73,5.01,7.16,7.16,0.0,7.2,0.0,0,0,0,0,0,_
